filename	language	ner_annotations
CARMEN-I_IR_1161	bi	False
CARMEN-I_IR_1162	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_37	es	False
CARMEN-I_IR_1163	es	False
CARMEN-I_IR_1164	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_38	es	False
CARMEN-I_IR_1165	bi	False
CARMEN-I_IR_1166	es	False
CARMEN-I_IR_1167	es	False
CARMEN-I_IA_EVOL_147	es	True
CARMEN-I_IA_PROCESO_ACTUAL_117	es	True
CARMEN-I_IR_1168	bi	False
CARMEN-I_IR_1169	es	False
CARMEN-I_IR_1170	es	False
CARMEN-I_IR_1171	es	False
CARMEN-I_IR_1172	es	False
CARMEN-I_IR_1173	es	False
CARMEN-I_IR_1174	es	False
CARMEN-I_IA_ANTECEDENTES_136	es	True
CARMEN-I_IT_EXPLORACION_CLINICA_39	es	False
CARMEN-I_IR_1175	bi	False
CARMEN-I_IR_1176	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_40	es	False
CARMEN-I_IR_1177	bi	False
CARMEN-I_IR_1178	es	False
CARMEN-I_IR_1179	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_118	es	False
CARMEN-I_IT_PROCESO_ACTUAL_53	es	False
CARMEN-I_IA_PROCESO_ACTUAL_119	es	False
CARMEN-I_IR_1180	es	False
CARMEN-I_IR_1181	es	False
CARMEN-I_IA_EVOL_148	es	False
CARMEN-I_IT_EXPLORACION_CLINICA_41	es	False
CARMEN-I_IA_RADIOGRAFIA_39	es	True
CARMEN-I_IR_1182	es	False
CARMEN-I_IR_1183	es	False
CARMEN-I_IR_1184	es	False
CARMEN-I_IR_1185	es	False
CARMEN-I_IA_PROCESO_ACTUAL_120	es	False
CARMEN-I_IA_ANTECEDENTES_137	es	False
CARMEN-I_IA_RADIOGRAFIA_40	es	True
CARMEN-I_IR_1186	bi	False
CARMEN-I_IA_PROCESO_ACTUAL_121	es	True
CARMEN-I_IA_ANTECEDENTES_138	es	False
CARMEN-I_IR_1187	es	False
CARMEN-I_IR_1188	es	False
CARMEN-I_IA_EVOL_149	es	True
CARMEN-I_IR_1189	es	False
CARMEN-I_IR_1190	es	False
CARMEN-I_IR_1191	es	False
CARMEN-I_IR_1192	es	False
CARMEN-I_IR_1193	bi	False
CARMEN-I_IT_ANTECEDENTES_48	es	False
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_53	es	True
CARMEN-I_IR_1194	es	False
CARMEN-I_IA_ANTECEDENTES_139	es	True
CARMEN-I_IA_EXPLORACION_COMPLEMENTARIA_54	bi	True
CARMEN-I_IA_PROCESO_ACTUAL_122	es	False
CARMEN-I_IR_1195	es	False
CARMEN-I_IR_1196	bi	False
CARMEN-I_IA_ANTECEDENTES_140	es	True
CARMEN-I_IR_1197	es	False
CARMEN-I_IR_1198	es	False
CARMEN-I_IR_1199	es	False
CARMEN-I_IR_1200	es	False
CARMEN-I_IA_ANTECEDENTES_141	es	False
CARMEN-I_IT_PROCESO_ACTUAL_54	es	False
CARMEN-I_IR_1201	es	False
